"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media"
"Valencia","Alicante","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","9.15"
"Valencia","Alicante","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","8.51"
"Valencia","Alicante","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","8.42"
"Valencia","Alicante","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.16"
"Valencia","Alicante","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","7.99"
"Valencia","Alicante","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","8"
"Valencia","Alicante","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.68"
"Valencia","Alicante","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.91"
"Valencia","Alicante","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.68"
"Valencia","Alicante","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.97"
"Valencia","Alicante","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.74"
"Valencia","Alicante","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.68"
"Valencia","Alicante","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.37"
"Valencia","Alicante","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","8.29"
"Valencia","Alicante","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.91"
"Valencia","Alicante","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","10.11"
"Valencia","Alicante","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","9.38"
"Valencia","Alicante","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.8"
"Valencia","Alicante","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","9.04"
"Valencia","Alicante","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.47"
"Valencia","Alicante","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","8.28"
"Valencia","Alicante","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","8"
"Valencia","Alicante","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.89"
"Valencia","Alicante","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","10.4"
"Valencia","Alicante","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","9.97"
"Valencia","Alicante","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","9.2"
"Valencia","Alicante","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","9.08"
"Valencia","Alicante","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","8.63"
"Valencia","Alicante","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.41"
"Valencia","Alicante","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.29"
"Valencia","Alicante","2022-2023","Hombres","PAU","Artes y Humanidades","9.29"
"Valencia","Alicante","2021-2022","Hombres","PAU","Artes y Humanidades","9.22"
"Valencia","Alicante","2020-2021","Hombres","PAU","Artes y Humanidades","9.35"
"Valencia","Alicante","2019-2020","Hombres","PAU","Artes y Humanidades","8.93"
"Valencia","Alicante","2018-2019","Hombres","PAU","Artes y Humanidades","8.27"
"Valencia","Alicante","2017-2018","Hombres","PAU","Artes y Humanidades","8.24"
"Valencia","Alicante","2016-2017","Hombres","PAU","Artes y Humanidades","8"
"Valencia","Alicante","2015-2016","Hombres","PAU","Artes y Humanidades","8.13"
"Valencia","Alicante","2022-2023","Mujeres","PAU","Artes y Humanidades","10.14"
"Valencia","Alicante","2021-2022","Mujeres","PAU","Artes y Humanidades","10.43"
"Valencia","Alicante","2020-2021","Mujeres","PAU","Artes y Humanidades","10.24"
"Valencia","Alicante","2019-2020","Mujeres","PAU","Artes y Humanidades","9.67"
"Valencia","Alicante","2018-2019","Mujeres","PAU","Artes y Humanidades","9.54"
"Valencia","Alicante","2017-2018","Mujeres","PAU","Artes y Humanidades","9.55"
"Valencia","Alicante","2016-2017","Mujeres","PAU","Artes y Humanidades","9.08"
"Valencia","Alicante","2015-2016","Mujeres","PAU","Artes y Humanidades","9.02"
"Valencia","Alicante","2022-2023","Hombres","PAU","Ciencias de la Salud","10.46"
"Valencia","Alicante","2021-2022","Hombres","PAU","Ciencias de la Salud","10.94"
"Valencia","Alicante","2020-2021","Hombres","PAU","Ciencias de la Salud","10.84"
"Valencia","Alicante","2019-2020","Hombres","PAU","Ciencias de la Salud","9.64"
"Valencia","Alicante","2018-2019","Hombres","PAU","Ciencias de la Salud","9.99"
"Valencia","Alicante","2017-2018","Hombres","PAU","Ciencias de la Salud","9.71"
"Valencia","Alicante","2016-2017","Hombres","PAU","Ciencias de la Salud","9.19"
"Valencia","Alicante","2015-2016","Hombres","PAU","Ciencias de la Salud","9.45"
"Valencia","Alicante","2022-2023","Mujeres","PAU","Ciencias de la Salud","10.98"
"Valencia","Alicante","2021-2022","Mujeres","PAU","Ciencias de la Salud","11.25"
"Valencia","Alicante","2020-2021","Mujeres","PAU","Ciencias de la Salud","10.77"
"Valencia","Alicante","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.16"
"Valencia","Alicante","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.46"
"Valencia","Alicante","2017-2018","Mujeres","PAU","Ciencias de la Salud","10.12"
"Valencia","Alicante","2016-2017","Mujeres","PAU","Ciencias de la Salud","9.87"
"Valencia","Alicante","2015-2016","Mujeres","PAU","Ciencias de la Salud","9.46"
"Valencia","Alicante","2022-2023","Hombres","PAU","Ciencias","11.03"
"Valencia","Alicante","2021-2022","Hombres","PAU","Ciencias","11.1"
"Valencia","Alicante","2020-2021","Hombres","PAU","Ciencias","10.9"
"Valencia","Alicante","2019-2020","Hombres","PAU","Ciencias","10.2"
"Valencia","Alicante","2018-2019","Hombres","PAU","Ciencias","10.45"
"Valencia","Alicante","2017-2018","Hombres","PAU","Ciencias","9.56"
"Valencia","Alicante","2016-2017","Hombres","PAU","Ciencias","9.52"
"Valencia","Alicante","2015-2016","Hombres","PAU","Ciencias","9.27"
"Valencia","Alicante","2022-2023","Mujeres","PAU","Ciencias","10.95"
"Valencia","Alicante","2021-2022","Mujeres","PAU","Ciencias","11.12"
"Valencia","Alicante","2020-2021","Mujeres","PAU","Ciencias","10.66"
"Valencia","Alicante","2019-2020","Mujeres","PAU","Ciencias","9.83"
"Valencia","Alicante","2018-2019","Mujeres","PAU","Ciencias","10.36"
"Valencia","Alicante","2017-2018","Mujeres","PAU","Ciencias","9.68"
"Valencia","Alicante","2016-2017","Mujeres","PAU","Ciencias","9.39"
"Valencia","Alicante","2015-2016","Mujeres","PAU","Ciencias","9.53"
"Valencia","Alicante","2022-2023","Hombres","FP","Ciencias Sociales y Jurídicas","8.7"
"Valencia","Alicante","2021-2022","Hombres","FP","Ciencias Sociales y Jurídicas","8.35"
"Valencia","Alicante","2020-2021","Hombres","FP","Ciencias Sociales y Jurídicas","8.4"
"Valencia","Alicante","2019-2020","Hombres","FP","Ciencias Sociales y Jurídicas","7.94"
"Valencia","Alicante","2018-2019","Hombres","FP","Ciencias Sociales y Jurídicas","7.79"
"Valencia","Alicante","2017-2018","Hombres","FP","Ciencias Sociales y Jurídicas","7.59"
"Valencia","Alicante","2016-2017","Hombres","FP","Ciencias Sociales y Jurídicas","7.71"
"Valencia","Alicante","2015-2016","Hombres","FP","Ciencias Sociales y Jurídicas","7.63"
"Valencia","Alicante","2022-2023","Mujeres","FP","Ciencias Sociales y Jurídicas","8.48"
"Valencia","Alicante","2021-2022","Mujeres","FP","Ciencias Sociales y Jurídicas","8.43"
"Valencia","Alicante","2020-2021","Mujeres","FP","Ciencias Sociales y Jurídicas","8.11"
"Valencia","Alicante","2019-2020","Mujeres","FP","Ciencias Sociales y Jurídicas","7.9"
"Valencia","Alicante","2018-2019","Mujeres","FP","Ciencias Sociales y Jurídicas","7.63"
"Valencia","Alicante","2017-2018","Mujeres","FP","Ciencias Sociales y Jurídicas","7.65"
"Valencia","Alicante","2016-2017","Mujeres","FP","Ciencias Sociales y Jurídicas","7.75"
"Valencia","Alicante","2015-2016","Mujeres","FP","Ciencias Sociales y Jurídicas","7.57"
"Valencia","Alicante","2022-2023","Hombres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2021-2022","Hombres","FP","Ingeniería y Arquitectura","7.85"
"Valencia","Alicante","2020-2021","Hombres","FP","Ingeniería y Arquitectura","7.88"
"Valencia","Alicante","2019-2020","Hombres","FP","Ingeniería y Arquitectura","7.78"
"Valencia","Alicante","2018-2019","Hombres","FP","Ingeniería y Arquitectura","7.12"
"Valencia","Alicante","2017-2018","Hombres","FP","Ingeniería y Arquitectura","6.86"
"Valencia","Alicante","2016-2017","Hombres","FP","Ingeniería y Arquitectura","7.37"
"Valencia","Alicante","2015-2016","Hombres","FP","Ingeniería y Arquitectura","6.91"
"Valencia","Alicante","2022-2023","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2021-2022","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2020-2021","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2019-2020","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2018-2019","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2017-2018","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2016-2017","Mujeres","FP","Ingeniería y Arquitectura",NA
"Valencia","Alicante","2015-2016","Mujeres","FP","Ingeniería y Arquitectura","6.97"
"Valencia","Alicante","2022-2023","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2021-2022","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2020-2021","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2019-2020","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2018-2019","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2017-2018","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2016-2017","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2015-2016","Hombres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2022-2023","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2021-2022","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2020-2021","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2019-2020","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2018-2019","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2017-2018","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2016-2017","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2015-2016","Mujeres","FP","Artes y Humanidades",NA
"Valencia","Alicante","2022-2023","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2021-2022","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2020-2021","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2019-2020","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2018-2019","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2017-2018","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2016-2017","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2015-2016","Hombres","FP","Ciencias de la Salud",NA
"Valencia","Alicante","2022-2023","Mujeres","FP","Ciencias de la Salud","11.01"
"Valencia","Alicante","2021-2022","Mujeres","FP","Ciencias de la Salud","10.75"
"Valencia","Alicante","2020-2021","Mujeres","FP","Ciencias de la Salud","9.95"
"Valencia","Alicante","2019-2020","Mujeres","FP","Ciencias de la Salud","10.05"
"Valencia","Alicante","2018-2019","Mujeres","FP","Ciencias de la Salud","9.91"
"Valencia","Alicante","2017-2018","Mujeres","FP","Ciencias de la Salud","9.68"
"Valencia","Alicante","2016-2017","Mujeres","FP","Ciencias de la Salud","10.18"
"Valencia","Alicante","2015-2016","Mujeres","FP","Ciencias de la Salud","9.65"
"Valencia","Alicante","2022-2023","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2021-2022","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2020-2021","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2019-2020","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2018-2019","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2017-2018","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2016-2017","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2015-2016","Hombres","FP","Ciencias",NA
"Valencia","Alicante","2022-2023","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2021-2022","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2020-2021","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2019-2020","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2018-2019","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2017-2018","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2016-2017","Mujeres","FP","Ciencias",NA
"Valencia","Alicante","2015-2016","Mujeres","FP","Ciencias",NA
"Cataluña","Autónoma de Barcelona","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","9.79"
"Cataluña","Autónoma de Barcelona","2021-2022","Hombres","PAU","Ciencias Sociales y Jurídicas","9.92"
"Cataluña","Autónoma de Barcelona","2020-2021","Hombres","PAU","Ciencias Sociales y Jurídicas","9.63"
"Cataluña","Autónoma de Barcelona","2019-2020","Hombres","PAU","Ciencias Sociales y Jurídicas","9.26"
"Cataluña","Autónoma de Barcelona","2018-2019","Hombres","PAU","Ciencias Sociales y Jurídicas","9.02"
"Cataluña","Autónoma de Barcelona","2017-2018","Hombres","PAU","Ciencias Sociales y Jurídicas","8.88"
"Cataluña","Autónoma de Barcelona","2016-2017","Hombres","PAU","Ciencias Sociales y Jurídicas","8.46"
"Cataluña","Autónoma de Barcelona","2015-2016","Hombres","PAU","Ciencias Sociales y Jurídicas","8.53"
"Cataluña","Autónoma de Barcelona","2022-2023","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.35"
"Cataluña","Autónoma de Barcelona","2021-2022","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.55"
"Cataluña","Autónoma de Barcelona","2020-2021","Mujeres","PAU","Ciencias Sociales y Jurídicas","10.27"
"Cataluña","Autónoma de Barcelona","2019-2020","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.76"
"Cataluña","Autónoma de Barcelona","2018-2019","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.55"
"Cataluña","Autónoma de Barcelona","2017-2018","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.38"
"Cataluña","Autónoma de Barcelona","2016-2017","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.09"
"Cataluña","Autónoma de Barcelona","2015-2016","Mujeres","PAU","Ciencias Sociales y Jurídicas","9.14"
"Cataluña","Autónoma de Barcelona","2022-2023","Hombres","PAU","Ingeniería y Arquitectura","9.42"
"Cataluña","Autónoma de Barcelona","2021-2022","Hombres","PAU","Ingeniería y Arquitectura","9.22"
"Cataluña","Autónoma de Barcelona","2020-2021","Hombres","PAU","Ingeniería y Arquitectura","9.05"
"Cataluña","Autónoma de Barcelona","2019-2020","Hombres","PAU","Ingeniería y Arquitectura","8.56"
"Cataluña","Autónoma de Barcelona","2018-2019","Hombres","PAU","Ingeniería y Arquitectura","8.46"
"Cataluña","Autónoma de Barcelona","2017-2018","Hombres","PAU","Ingeniería y Arquitectura","8.02"
"Cataluña","Autónoma de Barcelona","2016-2017","Hombres","PAU","Ingeniería y Arquitectura","7.72"
"Cataluña","Autónoma de Barcelona","2015-2016","Hombres","PAU","Ingeniería y Arquitectura","7.53"
"Cataluña","Autónoma de Barcelona","2022-2023","Mujeres","PAU","Ingeniería y Arquitectura","9.98"
"Cataluña","Autónoma de Barcelona","2021-2022","Mujeres","PAU","Ingeniería y Arquitectura","9.48"
"Cataluña","Autónoma de Barcelona","2020-2021","Mujeres","PAU","Ingeniería y Arquitectura","9.43"
"Cataluña","Autónoma de Barcelona","2019-2020","Mujeres","PAU","Ingeniería y Arquitectura","8.75"
"Cataluña","Autónoma de Barcelona","2018-2019","Mujeres","PAU","Ingeniería y Arquitectura","8.43"
"Cataluña","Autónoma de Barcelona","2017-2018","Mujeres","PAU","Ingeniería y Arquitectura","8.06"
"Cataluña","Autónoma de Barcelona","2016-2017","Mujeres","PAU","Ingeniería y Arquitectura","8.24"
"Cataluña","Autónoma de Barcelona","2015-2016","Mujeres","PAU","Ingeniería y Arquitectura","8.07"
"Cataluña","Autónoma de Barcelona","2022-2023","Hombres","PAU","Artes y Humanidades","8.43"
"Cataluña","Autónoma de Barcelona","2021-2022","Hombres","PAU","Artes y Humanidades","8.57"
"Cataluña","Autónoma de Barcelona","2020-2021","Hombres","PAU","Artes y Humanidades","8.26"
"Cataluña","Autónoma de Barcelona","2019-2020","Hombres","PAU","Artes y Humanidades","8.11"
"Cataluña","Autónoma de Barcelona","2018-2019","Hombres","PAU","Artes y Humanidades","7.88"
"Cataluña","Autónoma de Barcelona","2017-2018","Hombres","PAU","Artes y Humanidades","8.18"
"Cataluña","Autónoma de Barcelona","2016-2017","Hombres","PAU","Artes y Humanidades","7.71"
"Cataluña","Autónoma de Barcelona","2015-2016","Hombres","PAU","Artes y Humanidades","7.58"
"Cataluña","Autónoma de Barcelona","2022-2023","Mujeres","PAU","Artes y Humanidades","9.32"
"Cataluña","Autónoma de Barcelona","2021-2022","Mujeres","PAU","Artes y Humanidades","9.39"
"Cataluña","Autónoma de Barcelona","2020-2021","Mujeres","PAU","Artes y Humanidades","9.01"
"Cataluña","Autónoma de Barcelona","2019-2020","Mujeres","PAU","Artes y Humanidades","9.14"
"Cataluña","Autónoma de Barcelona","2018-2019","Mujeres","PAU","Artes y Humanidades","8.93"
"Cataluña","Autónoma de Barcelona","2017-2018","Mujeres","PAU","Artes y Humanidades","8.95"
"Cataluña","Autónoma de Barcelona","2016-2017","Mujeres","PAU","Artes y Humanidades","8.44"
"Cataluña","Autónoma de Barcelona","2015-2016","Mujeres","PAU","Artes y Humanidades","8.42"
"Cataluña","Autónoma de Barcelona","2022-2023","Hombres","PAU","Ciencias de la Salud","10.42"
"Cataluña","Autónoma de Barcelona","2021-2022","Hombres","PAU","Ciencias de la Salud","11.41"
"Cataluña","Autónoma de Barcelona","2020-2021","Hombres","PAU","Ciencias de la Salud","10.12"
"Cataluña","Autónoma de Barcelona","2019-2020","Hombres","PAU","Ciencias de la Salud","9.9"
"Cataluña","Autónoma de Barcelona","2018-2019","Hombres","PAU","Ciencias de la Salud","9.9"
"Cataluña","Autónoma de Barcelona","2017-2018","Hombres","PAU","Ciencias de la Salud","9.87"
"Cataluña","Autónoma de Barcelona","2016-2017","Hombres","PAU","Ciencias de la Salud","9.38"
"Cataluña","Autónoma de Barcelona","2015-2016","Hombres","PAU","Ciencias de la Salud","9.21"
"Cataluña","Autónoma de Barcelona","2022-2023","Mujeres","PAU","Ciencias de la Salud","11"
"Cataluña","Autónoma de Barcelona","2021-2022","Mujeres","PAU","Ciencias de la Salud","11.36"
"Cataluña","Autónoma de Barcelona","2020-2021","Mujeres","PAU","Ciencias de la Salud","10.53"
"Cataluña","Autónoma de Barcelona","2019-2020","Mujeres","PAU","Ciencias de la Salud","10.11"
"Cataluña","Autónoma de Barcelona","2018-2019","Mujeres","PAU","Ciencias de la Salud","10.1"
"Cataluña","Autónoma de Barcelona","2017-2018","Mujeres","PAU","Ciencias de la Salud","9.98"
"Cataluña","Autónoma de Barcelona","2016-2017","Mujeres","PAU","Ciencias de la Salud","9.8"
"Cataluña","Autónoma de Barcelona","2015-2016","Mujeres","PAU","Ciencias de la Salud","9.9"
"Cataluña","Autónoma de Barcelona","2022-2023","Hombres","PAU","Ciencias","11.58"
"Cataluña","Autónoma de Barcelona","2021-2022","Hombres","PAU","Ciencias","11.67"
"Cataluña","Autónoma de Barcelona","2020-2021","Hombres","PAU","Ciencias","11.37"
"Cataluña","Autónoma de Barcelona","2019-2020","Hombres","PAU","Ciencias","11.01"
"Cataluña","Autónoma de Barcelona","2018-2019","Hombres","PAU","Ciencias","10.88"
"Cataluña","Autónoma de Barcelona","2017-2018","Hombres","PAU","Ciencias","10.77"
"Cataluña","Autónoma de Barcelona","2016-2017","Hombres","PAU","Ciencias","10.67"
"Cataluña","Autónoma de Barcelona","2015-2016","Hombres","PAU","Ciencias","10.59"
"Cataluña","Autónoma de Barcelona","2022-2023","Mujeres","PAU","Ciencias","11.78"
"Cataluña","Autónoma de Barcelona","2021-2022","Mujeres","PAU","Ciencias","11.88"
"Cataluña","Autónoma de Barcelona","2020-2021","Mujeres","PAU","Ciencias","11.58"
"Cataluña","Autónoma de Barcelona","2019-2020","Mujeres","PAU","Ciencias","11.15"
"Cataluña","Autónoma de Barcelona","2018-2019","Mujeres","PAU","Ciencias","11.19"
"Cataluña","Autónoma de Barcelona","2017-2018","Mujeres","PAU","Ciencias","11.02"
